Date_Collected,Site,Experiment,Block,Plot,Treatment2,Treatment,Species,ID,SLA,Leaf_Thickness_cm,Aboveground_Dry_Weight_g,Leaf_Number,Plant_Height_cm,Plant_Area,Focal_Root_Weight_g,Total_BeG_Weight_g,SRL,Root_Diam_Max,Root_Diam_Mean,F_Leaf_Stage,S_Leaf_Stage,E_Leaf_Stage,Flower_Number,E_Flower_Stage,F_Flower_Stage,S_Flower_Stage,Percent_N_AbG,Percent_C_AbG,Percent_N_BeG,Percent_C_BeG,Log_Focal_Root_Weight,Log_Total_BeG_Weight,Log_SRL,Notes
06_16_2021,KZA,Change,F,F44,10,10,Ambrosia_psilostachya,AP_Change_F44,66.03064472,0.063333333,0.28,18,29,1485.96,0.0248,1.5297,12.99673185,0.105247,0.025161432,4,7,7,NA,NA,NA,NA,,,,,-1.605548319,0.184606267,1.113834159,
06_16_2021,KZA,Change,F,F45,0,Control,Ambrosia_psilostachya,AP_Change_F45,63.03584984,0.043333333,0.25,12,30.4,2047.136,0.0426,4.0155,2.50819507,0.12710044,0.050578114,6,2,4,NA,NA,NA,NA,,,,,-1.370590401,0.60373963,0.39936131,
06_16_2021,KZA,Change,F,F48,2.5,2.5,Ambrosia_psilostachya,AP_Change_F48,90.05379085,0.016666667,0.02,9,15.5,142.6,,,,,,3,4,2,NA,NA,NA,NA,,,,,,,,sample was maybe a seedling
07_09_2021,KZA,Pplots,,F1,0,Control,Solidago_missouriensis,SM_Pplots_F1,29.73790498,0.06,1.82,15,35.2,5767.168,0.1712,1.7284,3.681886974,0.1484589,0.030338822,9,5,1,NA,NA,NA,NA,,,,,-0.76649624,0.237644258,0.566070452,
07_09_2021,KZA,Pplots,,E5,10,10,Solidago_missouriensis,SM_Pplots_E5,29.66313513,0.04,1.6,38,26.4,6179.184,0.3199,2.4438,3.695851391,0.32247484,0.04585824,20,5,13,NA,NA,NA,NA,,,,,-0.49498576,0.38806566,0.5677145,
07_09_2021,KZA,Pplots,,C5,0,Control,Solidago_missouriensis,SM_Pplots_C5,29.05983683,0.053333333,0.45,8,16.4,2721.088,0.2608,2.6358,6.391635736,0.24469422,0.028260104,7,1,NA,NA,NA,NA,NA,,,,,-0.583692413,0.420912454,0.805612016,"possible seedling, but only ones in plot"
07_09_2021,KZA,Pplots,,A5,0,Control,Solidago_missouriensis,SM_Pplots_A5,27.64586034,0.053333333,2.43,27,37.8,5084.856,0.9788,2.2743,2.735213527,0.49579832,0.039670072,19,2,6,NA,NA,NA,NA,,,,,-0.009306039,0.356847751,0.436991236,
07_09_2021,KZA,Pplots,,D6,0,Control,Solidago_missouriensis,SM_Pplots_D6,28.21575568,0.046666667,1.4,29,26.5,5093.565,0.2419,1.6466,4.146757916,0.42635658,0.05603441,19,3,7,NA,NA,NA,NA,,,,,-0.616364132,0.216588111,0.617708682,
07_09_2021,KZA,Pplots,,C6,0,Control,Solidago_missouriensis,SM_Pplots_C6,19.47393902,0.05,1.88,25,34.3,6204.184,0.1438,8.2217,16.44509597,0.25720632,0.031953353,16,3,6,NA,NA,NA,NA,,,,,-0.842241114,0.914961626,1.216036412,
07_09_2021,KZA,Pplots,,B6,10,10,Solidago_missouriensis,SM_Pplots_B6,,,,,,,,,,,,,,,,,,,,,,,,,,SAMPLE NOT COLLECTED
07_09_2021,KZA,Pplots,,D7,10,10,Solidago_missouriensis,SM_Pplots_D7,40.5848912,0.04,1.16,32,20.8,4896.736,0.3553,3.0703,3.325520405,0.31967214,0.038959872,23,3,6,NA,NA,NA,NA,,,,,-0.449404793,0.487180813,0.521859617,
07_09_2021,KZA,Pplots,,C7,10,10,Solidago_missouriensis,SM_Pplots_C7,33.55906363,0.033333333,1.68,40,22,3780.04,0.1823,1.4636,4.120553483,0.21701355,0.036302205,28,2,10,NA,NA,NA,NA,,,,,-0.739213331,0.165422401,0.614955555,"2 ind., one root"
07_09_2021,KZA,Pplots,,B7,10,10,Solidago_missouriensis,SM_Pplots_B7,40.97836943,0.04,0.32,10,16,2296.8,0.1732,1.8642,11.59734988,0.38842654,0.028944593,8,1,1,NA,NA,NA,NA,,,,,-0.761452112,0.270492504,1.06435876,
07_09_2021,KZA,Pplots,,F8,0,Control,Solidago_missouriensis,SM_Pplots_F8,,,,,,,,,,,,,,,,,,,,,,,,,,SAMPLE NOT COLLECTED
07_09_2021,KZA,Pplots,,E8,10,10,Solidago_missouriensis,SM_Pplots_E8,40.94076716,0.04,1.1,28,16.7,3998.648,0.3736,0.8404,3.152138383,0.36041564,0.043127798,15,6,7,NA,NA,NA,NA,,,,,-0.427593132,-0.075513956,0.498605275,"2 ind., one root"
07_09_2021,KZA,Nutnet,,4,0,Control ,Solidago_missouriensis,SM_Nutnet_4(S1),,,,,,,,,,,,,,,,,,,,,,,,,,none in plot: SAMPLE NOT COLLECTED
07_09_2021,KZA,Nutnet,,4,0,Control ,Solidago_missouriensis,SM_Nutnet_4(S2),,,,,,,,,,,,,,,,,,,,,,,,,,none in plot: SAMPLE NOT COLLECTED
07_12_2021,KZA,Nutnet,,5,10,10,Solidago_missouriensis,SM_Nutnet_5(S1),23.17007445,0.036666667,0.48,16,14.6,2806.266,0.0692,1.4523,6.49227789,0.18399411,0.03115285,10,4,2,NA,NA,NA,NA,,,,,-1.159893906,0.162056337,0.812397101,"2 ind, one root, SC=11.1cm"
07_12_2021,KZA,Nutnet,,5,10,10,Solidago_missouriensis,SM_Nutnet_5(S2),28.9406737,0.036666667,0.42,15,13.5,1851.66,0.2364,2.5693,2.242777496,0.35143125,0.050097976,7,4,4,NA,NA,NA,NA,,,,,-0.626352528,0.409814817,0.35078619,"2 ind, 1 root, SC=11.3cm"
07_12_2021,KZA,Nutnet,,14,10,10,Solidago_missouriensis,SM_Nutnet_14(S1),28.24250222,0.043333333,1.12,15,27,3984.12,0.147,1.3485,,,,11,3,1,NA,NA,NA,NA,,,,,-0.832682665,0.129850951,,
07_12_2021,KZA,Nutnet,,14,10,10,Solidago_missouriensis,SM_Nutnet_14(S2),32.61929373,0.026666667,0.67,15,24.3,2356.128,0.2052,2.977,2.746251462,0.32782477,0.054353785,6,8,1,NA,NA,NA,NA,,,,,-0.687822644,0.473778835,0.438740301,2 S leaves fell off when clipping
07_12_2021,KZA,Nutnet,,18,0,Control,Solidago_missouriensis,SM_Nutnet_18(S1),30.73978135,0.036666667,0.34,10,16.9,1945.866,0.1565,2.2626,4.671696486,0.25093818,0.036638916,7,1,2,NA,NA,NA,NA,,,,,-0.805485658,0.354607783,0.669474619,
07_12_2021,KZA,Nutnet,,18,0,Control,Solidago_missouriensis,SM_Nutnet_18(S2),,,,,,,,,,,,,,,,,,,,,,,,,,no adults left in plot; SAMPLE NOT COLLECTED
07_12_2021,KZA,Nutnet,,21,0,Control,Solidago_missouriensis,SM_Nutnet_21(S1),38.15252177,0.04,0.64,18,25.7,1222.549,0.225,0.8886,2.532531733,0.42850295,0.073796146,15,2,1,NA,NA,NA,NA,,,,,-0.647817482,-0.051293691,0.403554896,
07_12_2021,KZA,Nutnet,,21,0,Control,Solidago_missouriensis,SM_Nutnet_21(S2),36.58449698,0.036666667,2.71,30,38.4,5482.752,0.0198,1.1775,6.668086869,0.20324527,0.03421128,20,7,3,1,1,0,0,,,,,-1.70333481,0.070960916,0.824001249,
07_12_2021,KZA,Nutnet,,25,10,10,Solidago_missouriensis,SM_Nutnet_25(S1),36.95415671,0.043333333,0.12,8,13.9,986.622,0.1075,3.3389,2.326914977,0.25663954,0.046713393,5,2,1,0,NA,NA,NA,,,,,-0.968591536,0.523603412,0.366780515,SC=11.1
07_12_2021,KZA,Nutnet,,25,10,10,Solidago_missouriensis,SM_Nutnet_25(S2),37.87907367,0.04,0.1,8,14.1,1042.695,0.08,1.4278,4.701427875,0.14609924,0.03683517,5,2,1,0,NA,NA,NA,,,,,-1.096910013,0.154667378,0.672229778,SC=9.5
07_06_2021,KZA,Change,A,A2,20,20,Solidago_missouriensis,SM_Change_A2,26.6280526,0.05,10.99,110,56.6,15854.792,1.6219,3.3058,1.162799864,0.41411683,0.065098,30,8,72,14,13,NA,1,,,,,0.210024074,0.519276575,0.065504972,
07_06_2021,KZA,Change,A,A3,10,10,Solidago_missouriensis,SM_Change_A3,31.86418917,0.046666667,4.66,25,54.8,10911.776,0.997,4.1984,1.451752156,0.6945362,0.07291936,19,6,NA,1,1,NA,NA,,,,,-0.001304842,0.623083813,0.16189248,
07_06_2021,KZA,Change,A,A6,0,Control,Solidago_missouriensis,SM_Change_A6,30.17198145,0.053333333,1.73,24,31,3715.04,0.4081,3.8658,1.875769909,0.48372936,0.06898302,19,4,1,NA,NA,NA,NA,,,,,-0.389233405,0.587239382,0.273179565,
07_06_2021,KZA,Change,A,A8,2.5,2.5,Solidago_missouriensis,SM_Change_A8,25.73055088,0.043333333,3.03,32,49.3,5696.122,0.275,9.1441,2.354543782,0.2571427,0.034821503,22,10,NA,1,1,NA,NA,,,,,-0.560667306,0.961140967,0.37190677,
07_07_2021,KZA,Change,B,B9,0,Control,Solidago_missouriensis,SM_Change_B9,34.31084674,0.03,1.37,26,30.8,3701.852,0.5545,3.5282,0.694707124,0.44811755,0.082718365,24,2,NA,1,1,NA,NA,,,,,-0.25609845,0.547553196,-0.158198248,only sample found on edge
07_07_2021,KZA,Change,B,B10,2.5,2.5,Solidago_missouriensis,SM_Change_B10,29.565955,0.04,3.11,24,47.7,7094.898,0.5257,3.0199,2.312258703,0.27800822,0.030861527,14,10,NA,1,1,NA,NA,,,,,-0.279262023,0.479992562,0.364036423,
07_07_2021,KZA,Change,B,B12,20,20,Solidago_missouriensis,SM_Change_B12,30.27287857,0.06,8.12,27,58.2,17924.436,1.3852,4.1922,1.791915969,0.5438825,0.048938643,14,13,NA,14,14,NA,NA,,,,,0.141512483,0.622441994,0.25331764,
07_07_2021,KZA,Change,B,B15,10,10,Solidago_missouriensis,SM_Change_B15,32.65431566,0.046666667,3.59,29,39.1,8349.023,0.4925,1.9075,3.561909848,0.4071324,0.036001284,19,10,NA,1,1,NA,NA,,,,,-0.307593765,0.280464547,0.551682923,
07_07_2021,KZA,Change,C,C18,20,20,Solidago_missouriensis,SM_Change_C18,31.65995078,0.056666667,4.13,30,47.4,8638.176,0.1735,5.028,1.552332911,0.21422984,0.042352483,21,9,NA,1,1,NA,NA,,,,,-0.760700521,0.701395269,0.190984865,
07_07_2021,KZA,Change,C,C19,10,10,Solidago_missouriensis,SM_Change_C19,26.87454144,0.05,3.56,18,49,8028.16,0.1755,4.6866,1.345318746,0.26189625,0.04550739,11,7,NA,5,5,NA,NA,,,,,-0.755722879,0.670857888,0.128825194,
07_07_2021,KZA,Change,C,C21,0,Control,Solidago_missouriensis,SM_Change_C21,32.60695354,0.043333333,3.52,29,53.1,8563.968,0.3392,3.6519,1.3245,0.29196382,0.054669823,24,5,NA,1,1,NA,NA,,,,,-0.469544156,0.562518877,0.122051963,big Amorpha root in cone
07_07_2021,KZA,Change,C,C22,2.5,2.5,Solidago_missouriensis,SM_Change_C22,23.13763911,0.05,3.25,18,52,7544.16,0.5545,3.5282,2.666836249,0.5965995,0.06276148,15,3,NA,1,1,NA,NA,,,,,-0.25609845,0.547553196,0.42599635,
07_07_2021,KZA,Change,D,D25,2.5,2.5,Solidago_missouriensis,SM_Change_D25,26.11870123,0.05,5.98,28,59.8,15031.926,0.7337,4.9799,1.732287665,0.22202522,0.04309031,22,6,NA,1,1,NA,NA,,,,,-0.134481481,0.697220622,0.238620013,only sample found on edge
07_07_2021,KZA,Change,D,D30,0,Control,Solidago_missouriensis,SM_Change_D30,27.57539351,0.063333333,7.7,27,63.8,21945.924,0.6158,3.4518,1.122887788,0.34098768,0.0583374,17,8,2,4,4,NA,NA,,,,,-0.210560315,0.538045624,0.050336359,
07_07_2021,KZA,Change,D,D31,10,10,Solidago_missouriensis,SM_Change_D31,23.2162934,0.036666667,3.85,37,57.8,10834.032,0.5118,1.0627,1.61250086,0.46524423,0.057806086,29,7,1,1,1,NA,NA,,,,,-0.290899718,0.026410681,0.207499955,
07_07_2021,KZA,Change,D,D32,20,20,Solidago_missouriensis,SM_Change_D32,32.24270035,0.05,3.46,23,32.2,6515.348,0.9676,4.7766,1.603070897,0.47129565,0.06575209,20,3,NA,6,6,NA,NA,,,,,-0.01430414,0.679118874,0.20495273,
07_07_2021,KZA,Change,E,E33,0,Control,Solidago_missouriensis,SM_Change_E33,23.33837143,0.05,4.31,33,51.7,6295.509,0.5501,1.9981,3.393376113,0.40288407,0.040184934,16,9,8,1,1,NA,NA,,,,,-0.259558355,0.30061722,0.530631998,soil cone=12.5cm
07_07_2021,KZA,Change,E,E34,20,20,Solidago_missouriensis,SM_Change_E34,25.68621555,0.046666667,3.07,26,41.1,7543.494,0.6364,2.2064,2.099999529,0.5087523,0.05045392,24,2,NA,1,1,NA,NA,,,,,-0.196269829,0.343684249,0.322219197,only sample found on edge
07_07_2021,KZA,Change,E,E37,2.5,2.5,Solidago_missouriensis,SM_Change_E37,28.81721488,0.053333333,5.37,44,57.5,7603.8,0.7605,2.0796,2.368692571,0.41876906,0.04765221,24,4,NA,2,2,NA,NA,,,,,-0.118900782,0.317979809,0.374508698,
07_07_2021,KZA,Change,E,E40,10,10,Solidago_missouriensis,SM_Change_E40,28.88902315,0.04,1.82,39,42,2555.28,0.1032,2.2335,2.984799419,0.29059556,0.040403448,20,10,9,1,1,NA,NA,,,,,-0.986320303,0.348985957,0.474915151,plot dominated by solidago miss.
07_07_2021,KZA,Change,F,F41,20,20,Solidago_missouriensis,SM_Change_F41,44.03095561,0.053333333,2.25,21,36,8480.16,0.188,1.9787,3.085106383,0.21774194,0.036964234,13,7,1,1,1,NA,NA,,,,,-0.725842151,0.296379954,0.489270144,
07_07_2021,KZA,Change,F,F44,10,10,Solidago_missouriensis,SM_Change_F44,31.95973614,0.053333333,3.5,15,39,4017.78,1.7136,2.3608,0.903999825,0.49999663,0.069708675,13,2,NA,1,1,NA,NA,,,,,0.233909453,0.373059196,-0.043831654,
07_07_2021,KZA,Change,F,F45,0,Control,Solidago_missouriensis,SM_Change_F45,27.00463492,0.033333333,0.9,23,29.6,2168.496,0.619,5.1461,1.224800969,0.28565115,0.037510708,20,NA,3,1,1,NA,NA,,,,,-0.208309351,0.711478221,0.088065521,
07_07_2021,KZA,Change,F,F48,2.5,2.5,Solidago_missouriensis,SM_Change_F48,,,,,,,,,,,,,,,,,,,,,,,,,,SAMPLE NOT COLLECTED
07_26_2021,KZA,Pplots,,F1,0,Control,Andropogon_gerardii,AG_Pplots_F1,45.80144159,0.033333333,0.63,9,68.7,42392.709,0.4251,2.9106,4.486144437,0.27583584,0.033828914,4,4,1,NA,NA,NA,NA,,,,,-0.371508895,0.463982525,0.651873252,
07_26_2021,KZA,Pplots,,E5,10,10,Andropogon_gerardii,AG_Pplots_E5,50.89029204,0.046666667,0.55,9,61,9501.36,0.4105,2.3176,7.961545432,0.43571427,0.03891206,3,5,1,NA,NA,NA,NA,,,,,-0.386686839,0.365038482,0.900997378,
07_26_2021,KZA,Pplots,,C5,0,Control,Andropogon_gerardii,AG_Pplots_C5,48.21674702,0.04,0.4,10,50,35919.5,0.7672,4.2417,4.181027503,0.2267627,0.03243846,7,4,NA,NA,NA,NA,NA,,,,,-0.115091406,0.627539949,0.621283024,
07_26_2021,KZA,Pplots,,A5,0,Control,Andropogon_gerardii,AG_Pplots_A5,46.95552796,0.043333333,0.45,7,78.3,17222.868,0.4446,3.9215,7.272644399,0.5573021,0.03743233,4,3,NA,NA,NA,NA,NA,,,,,-0.352030542,0.593452219,0.861692353,
07_26_2021,KZA,Pplots,,D6,0,Control,Andropogon_gerardii,AG_Pplots_D6,60.38326549,0.026666667,0.51,15,46,33192.68,0.7743,3.0708,5.607839339,0.27722284,0.031545177,11,4,NA,NA,NA,NA,NA,,,,,-0.111090741,0.487251532,0.748795563,
07_26_2021,KZA,Pplots,,C6,0,Control,Andropogon_gerardii,AG_Pplots_C6,52.87356079,0.033333333,0.45,10,37.7,4858.776,0.2826,1.559,6.349405166,0.52281725,0.044156674,2,8,NA,NA,NA,NA,NA,,,,,-0.548827842,0.192846115,0.802733041,
07_26_2021,KZA,Pplots,,B6,10,10,Andropogon_gerardii,AG_Pplots_B6,,,1.25,14,68.4,57579.12,0.9696,6.5059,5.348731848,0.34641385,0.03679206,6,6,2,NA,NA,NA,NA,,,,,-0.013407393,0.813307384,0.728250826,
07_26_2021,KZA,Pplots,,D7,10,10,Andropogon_gerardii,AG_Pplots_D7,,,1.38,12,69.2,50867.536,2.6132,4.7539,4.753879535,0.9825993,0.04051324,6,5,1,NA,NA,NA,NA,,,,,0.41717265,0.677050042,0.677048172,
07_26_2021,KZA,Pplots,,C7,10,10,Andropogon_gerardii,AG_Pplots_C7,,,0.66,10,63.9,48022.128,0.215,2.8235,6.979853488,0.49987465,0.029731244,4,5,1,NA,NA,NA,NA,,,,,-0.66756154,0.450787792,0.843846307,
07_26_2021,KZA,Pplots,,B7,10,10,Andropogon_gerardii,AG_Pplots_B7,,,0.83,21,53.1,30480.993,0.3671,3.2004,6.49011441,0.33613446,0.04691472,9,12,NA,NA,NA,NA,NA,,,,,-0.435215615,0.505204262,0.812252353,
07_26_2021,KZA,Pplots,,F8,0,Control,Andropogon_gerardii,AG_Pplots_F8,,,0.53,9,45.5,23179.52,0.7156,6.2234,4.191522778,0.44953766,0.047916763,5,3,1,NA,NA,NA,NA,,,,,-0.145329668,0.794027716,0.622371831,
07_26_2021,KZA,Pplots,,E8,10,10,Andropogon_gerardii,AG_Pplots_E8,,,1.12,21,67.3,56301.834,1.5946,2.4277,3.385247711,0.3997953,0.039698474,11,8,2,NA,NA,NA,NA,,,,,0.20265176,0.385195018,0.529590453,
07_28_2021,KZA,Nutnet,,4,0,Control ,Andropogon_gerardii,AG_Nutnet_4(S1),59.91228654,0.026666667,0.09,8,27.5,2613.6,0.3658,2.8639,2.871411427,0.14492753,0.039895818,4,3,1,NA,NA,NA,NA,,,,,-0.436756299,0.456957849,0.458095424,
07_28_2022,KZA,Nutnet,,4,0,Control ,Andropogon_gerardii,AG_Nutnet_4(S2),49.69428062,0.03,0.26,8,33.1,6323.424,0.3993,3.5065,5.880318557,0.2823688,0.032947768,4,3,1,NA,NA,NA,NA,,,,,-0.39870069,0.544873843,0.769400854,
07_28_2023,KZA,Nutnet,,5,10,10,Andropogon_gerardii,AG_Nutnet_5(S1),67.1857271,0.033333333,0.97,15,54.2,19383.546,0.6626,0.9985,4.320410806,0.4737582,0.054073837,6,8,1,NA,NA,NA,NA,,,,,-0.178748568,-0.000651931,0.635525044,
07_28_2024,KZA,Nutnet,,5,10,10,Andropogon_gerardii,AG_Nutnet_5(S2),62.59846434,0.04,0.56,10,44.1,16735.509,0.1325,1.3396,1.918272604,0.22987053,0.052824505,5,4,1,NA,NA,NA,NA,,,,,-0.877784122,0.126975139,0.282910324,
07_28_2025,KZA,Nutnet,,14,10,10,Andropogon_gerardii,AG_Nutnet_14(S1),46.85838427,0.04,0.53,11,46.3,37446.514,0.3854,1.5837,4.937647639,0.33853495,0.033752847,0,6,5,NA,NA,NA,NA,,,,,-0.41408829,0.199672917,0.693520095,
07_28_2026,KZA,Nutnet,,14,10,10,Andropogon_gerardii,AG_Nutnet_14(S2),54.92674132,0.03,0.39,22,37.9,12457.73,0.3816,3.7323,5.274761006,0.2768494,0.033970363,0,10,12,NA,NA,NA,NA,,,,,-0.418391634,0.571976545,0.722202787,
07_28_2027,KZA,Nutnet,,18,0,Control,Andropogon_gerardii,AG_Nutnet_18(S1),46.48281886,0.04,0.36,10,38.8,8033.54,0.4335,3.501,3.141421684,0.33075956,0.037442856,0,4,6,NA,NA,NA,NA,,,,,-0.363010898,0.544192111,0.497126237,
07_28_2028,KZA,Nutnet,,18,0,Control,Andropogon_gerardii,AG_Nutnet_18(S2),45.99347299,0.043333333,0.61,20,40.2,27914.076,1.025,3.1678,4.992042244,0.44939643,0.034416486,0,11,9,NA,NA,NA,NA,,,,,0.010723865,0.500757754,0.698278252,
07_28_2029,KZA,Nutnet,,21,0,Control,Andropogon_gerardii,AG_Nutnet_21(S1),37.98298718,0.053333333,2.09,27,62.1,52881.876,1.2106,3.3534,4.494611763,0.5882353,0.041518778,9,16,2,NA,NA,NA,NA,,,,,0.08300067,0.52548536,0.652692184,
07_28_2030,KZA,Nutnet,,21,0,Control,Andropogon_gerardii,AG_Nutnet_21(S2),51.05733684,0.053333333,1.95,24,58.5,56646.72,1.2459,1.6109,3.952747412,0.52546,0.04294378,11,12,1,NA,NA,NA,NA,,,,,0.095483186,0.207068582,0.596899063,
07_28_2031,KZA,Nutnet,,25,10,10,Andropogon_gerardii,AG_Nutnet_25(S1),56.79612178,0.023333333,0.1,7,31.3,5168.256,0.4406,1.8465,6.248295506,0.28155917,0.028256314,0,4,3,NA,NA,NA,NA,,,,,-0.355955507,0.266349312,0.795761561,
07_28_2032,KZA,Nutnet,,25,10,10,Andropogon_gerardii,AG_Nutnet_25(S2),52.76688437,0.046666667,0.45,9,52.1,7788.95,0.4401,2.453,4.43513406,0.44763002,0.05328931,4,4,1,NA,NA,NA,NA,,,,,-0.356448631,0.389697548,0.646906752,
07_27_2021,KZA,Change,A,A2,20,20,Andropogon_gerardii,AG_Change_A2,54.76285805,0.046666667,0.48,9,71.6,22624.168,0.2919,6.385,1.700556492,0.2666089,0.054350704,5,4,1,NA,NA,NA,NA,,,,,-0.534765905,0.805160902,0.230591064,
07_27_2021,KZA,Change,A,A3,10,10,Andropogon_gerardii,AG_Change_A3,56.00961731,0.046666667,0.93,11,67.5,99346.5,0.4757,4.2353,4.215128022,0.28454337,0.03810272,4,6,1,NA,NA,NA,NA,,,,,-0.322666849,0.626884178,0.62481077,
07_27_2021,KZA,Change,A,A6,0,Control,Andropogon_gerardii,AG_Change_A6,47.6359291,0.043333333,0.82,16,62,75463.92,0.6274,4.0813,4.136246733,0.4876903,0.03940688,8,7,1,NA,NA,NA,NA,,,,,-0.202455486,0.610798519,0.616606437,
07_27_2021,KZA,Change,A,A8,2.5,2.5,Andropogon_gerardii,AG_Change_A8,57.08403283,0.033333333,0.36,12,52,6795.36,0.3743,2.642,2.076293348,0.43893376,0.06146334,4,7,1,NA,NA,NA,NA,,,,,-0.426780173,0.421932813,0.317288713,
07_27_2021,KZA,Change,B,B9,0,Control,Andropogon_gerardii,AG_Change_B9,50.45411185,0.03,0.04,11,45.2,8759.76,0.3371,3.0941,5.323922872,0.3498895,0.037151773,5,5,1,NA,NA,NA,NA,,,,,-0.472241247,0.490534346,0.726231755,
07_27_2021,KZA,Change,B,B10,2.5,2.5,Andropogon_gerardii,AG_Change_B10,42.39956849,0.053333333,0.63,8,57,23610.54,1.9266,5.3047,1.567183899,0.56681937,0.07424379,5,3,0,NA,NA,NA,NA,,,,,0.284791556,0.724660828,0.195119961,
07_27_2021,KZA,Change,B,B12,20,20,Andropogon_gerardii,AG_Change_B12,54.18235158,0.033333333,1.14,27,47.7,28831.788,1.01,2.8097,1.843979604,0.4757447,0.049688246,9,15,3,NA,NA,NA,NA,,,,,0.004321374,0.448659951,0.265756113,
07_27_2021,KZA,Change,B,B15,10,10,Andropogon_gerardii,AG_Change_B16,64.4979307,0.026666667,0.35,18,47.5,9427.325,,,4.825735156,0.47843137,0.03599661,5,11,2,NA,NA,NA,NA,,,,,,,0.683563483,
07_27_2021,KZA,Change,C,C18,20,20,Andropogon_gerardii,AG_Change_C18,52.61100144,0.04,1.03,23,49.4,22221.108,0.7274,3.4605,5.30991614,0.46704143,0.038029622,11,10,2,NA,NA,NA,NA,,,,,-0.138226703,0.539138854,0.725087662,
07_27_2021,KZA,Change,C,C19,10,10,Andropogon_gerardii,AG_Change_C19,60.18721754,0.033333333,0.22,10,43.9,9550.884,0.4339,1.6639,5.539736345,0.6639816,0.048549592,3,6,1,NA,NA,NA,NA,,,,,-0.36261035,0.221127222,0.743489096,
07_27_2021,KZA,Change,C,C21,0,Control,Andropogon_gerardii,AG_Change_C21,35.35495653,0.06,1.04,10,76.7,51026.976,0.2339,2.0482,8.180823856,0.31156147,0.030413259,6,3,1,NA,NA,NA,NA,,,,,-0.630969778,0.311372362,0.912797042,
07_27_2021,KZA,Change,C,C22,2.5,2.5,Andropogon_gerardii,AG_Change_C22,52.03981241,0.046666667,0.32,7,50,8844,1.2285,6.4666,,,,3,3,1,NA,NA,NA,NA,,,,,0.089375161,0.810675998,,
07_27_2021,KZA,Change,D,D25,2.5,2.5,Andropogon_gerardii,AG_Change_D25,53.93391612,0.046666667,0.5,10,45,37733.85,0.4774,1.9845,1.858287809,0.22571653,0.04613073,5,4,1,NA,NA,NA,NA,,,,,-0.321117585,0.297651103,0.269112978,
07_27_2021,KZA,Change,D,D30,0,Control,Andropogon_gerardii,AG_Change_D30,53.93917269,0.026666667,0.24,10,46.1,10336.542,0.2822,4.2165,6.601161233,0.28982463,0.037081998,4,5,1,NA,NA,NA,NA,,,,,-0.549442991,0.624952105,0.81962034,No measurements given
07_27_2021,KZA,Change,D,D31,10,10,Andropogon_gerardii,AG_Change_D31,50.72659983,0.04,0.95,14,46.9,17844.512,0.8498,2.3671,2.917298188,,,6,7,1,NA,NA,NA,NA,,,,,-0.070683273,0.374216605,0.464980822,
07_27_2021,KZA,Change,D,D32,20,20,Andropogon_gerardii,AG_Change_D32,44.92887011,0.053333333,0.93,14,59.8,47719.802,0.3799,1.8106,4.977692024,0.56753457,0.049283683,5,8,1,NA,NA,NA,NA,,,,,-0.420330706,0.257822516,0.697028023,
07_27_2021,KZA,Change,E,E33,0,Control,Andropogon_gerardii,AG_Change_E33,47.90286578,0.053333333,0.59,11,50.7,19581.354,0.274,2.1182,5.519877372,0.2719652,0.02647387,5,5,1,NA,NA,NA,NA,,,,,-0.562249437,0.325966964,0.74192943,
07_27_2021,KZA,Change,E,E34,20,20,Andropogon_gerardii,AG_Change_E34,64.12331604,0.04,0.35,10,57,31010.85,0.2476,4.4438,7.348303716,0.336,0.039099153,4,5,1,NA,NA,NA,NA,,,,,-0.60624936,0.647754505,0.866187098,
07_27_2021,KZA,Change,E,E37,2.5,2.5,Andropogon_gerardii,AG_Change_E37,55.0232406,0.033333333,0.49,15,45.1,20302.216,0.7009,3.7056,3.735740762,0.41160798,0.055574834,6,8,1,NA,NA,NA,NA,,,,,-0.15434394,0.568858538,0.572376731,
07_27_2021,KZA,Change,E,E40,10,10,Andropogon_gerardii,AG_Change_E40,52.13562294,0.046666667,1.86,27,67.2,43972.992,0.4473,1.9976,2.493128549,0.4792789,0.07219433,12,13,2,NA,NA,NA,NA,,,,,-0.349401102,0.300508529,0.396744672,
07_27_2021,KZA,Change,F,F41,20,20,Andropogon_gerardii,AG_Change_F41,50.63713097,0.053333333,3.25,27,83,52698.36,0.2526,1.562,5.858079177,0.31294054,0.047943424,13,12,2,NA,NA,NA,NA,,,,,-0.597566654,0.19368103,0.767755237,
07_27_2021,KZA,Change,F,F44,10,10,Andropogon_gerardii,AG_Change_F44,53.12469377,0.043333333,1.83,26,61.3,30884.166,0.9188,6.1,2.02317414,0.6189695,0.09811369,9,16,1,NA,NA,NA,NA,,,,,-0.036779013,0.785329835,0.306033265,
07_27_2021,KZA,Change,F,F45,0,Control,Andropogon_gerardii,AG_Change_F45,54.00448938,0.036666667,0.1,8,58.4,11622.768,0.346,3.2818,5.37331474,0.33848834,0.04296872,4,3,1,NA,NA,NA,NA,,,,,-0.460923901,0.516112111,0.73024228,
07_27_2021,KZA,Change,F,F48,2.5,2.5,Andropogon_gerardii,AG_Change_F48,50.94789021,0.04,0.32,8,55.7,26470.868,0.2852,2.9147,5.805789621,0.2763564,0.030544462,4,3,1,NA,NA,NA,NA,,,,,-0.544850479,0.464593861,0.763861295,
