Date_Collected,Experiment,Plot,Treatment,Species,ID,Dry_Leaf_Weight_g,Wet_Leaf_Weight_g,Leaf_Thickness_mm,Log_Leaf_Thickness_mm,Leaf_Area_cm,,LDMC,SLA,Notes,ID_temp,Avg,,,,
06_02_2021,Change,F41,20,Dichanthelium_oligosanthes,DO_Change_F41_A,0.0401,0.08,0.03,-1.522878745,3.13944,,0.50125,78.29027431,herbivory on 20%,SM_Change_D25,#DIV/0!,,,,
06_02_2021,Change,F41,20,Dichanthelium_oligosanthes,DO_Change_F41_B,0.0386,0.07,0.03,-1.522878745,3.0099,,0.551428571,77.97668394,,SM_Change_D30,#DIV/0!,,,,
06_02_2021,Change,F41,20,Dichanthelium_oligosanthes,DO_Change_F41_C,0.0287,0.06,0.02,-1.698970004,2.63652,,0.478333333,91.86480836,,SM_Change_D31,#DIV/0!,,,,
06_02_2021,Change,F44,10,Dichanthelium_oligosanthes,DO_Change_F44_A,0.0417,0.06,0.03,-1.522878745,2.47904,,0.695,59.44940048,,SM_Change_D32,#DIV/0!,,,,
06_02_2021,Change,F44,10,Dichanthelium_oligosanthes,DO_Change_F44_B,0.0369,0.06,0.03,-1.522878745,2.55016,,0.615,69.1100271,,SM_Change_E33,#DIV/0!,,,,
06_02_2021,Change,F44,10,Dichanthelium_oligosanthes,DO_Change_F44_C,0.0343,0.06,0.02,-1.698970004,2.76606,,0.571666667,80.64314869,,SM_Change_E34,#DIV/0!,,,,
06_02_2021,Change,F45,Control,Dichanthelium_oligosanthes,DO_Change_F45_A,0.0168,0.01,0.01,-2,1.53162,,1.68,91.16785714,,SM_Change_E37,#DIV/0!,,,,
06_02_2021,Change,F45,Control,Dichanthelium_oligosanthes,DO_Change_F45_B,0.0154,0.02,0.01,-2,1.39446,,0.77,90.54935065,,SM_Change_E40,#DIV/0!,,,,
06_02_2021,Change,F45,Control,Dichanthelium_oligosanthes,DO_Change_F45_C,0.0106,0.01,0.01,-2,1.0541,,1.06,99.44339623,,SM_Change_F41,#DIV/0!,,,,
06_02_2021,Change,F48,2.5,Dichanthelium_oligosanthes,DO_Change_F48_A,0.0216,0.03,0.02,-1.698970004,2.02692,,0.72,93.83888889,,SM_Change_F44,#DIV/0!,,,,
06_02_2021,Change,F48,2.5,Dichanthelium_oligosanthes,DO_Change_F48_B,0.0295,0.04,0.02,-1.698970004,2.1082,,0.7375,71.46440678,,SM_Change_F45,#DIV/0!,,,,
06_02_2021,Change,F48,2.5,Dichanthelium_oligosanthes,DO_Change_F48_C,0.032,0.04,0.03,-1.522878745,1.9304,,0.8,60.325,,SM_Change_F48,,,,,
06_17_2021,Pplots,F1,Control,Ambrosia_psilostachya,AP_Pplots_f1(a)_A,0.0677,0.15,0.07,-1.15490196,2.39776,,0.451333333,35.41742984,,AG_Pplots_F1,#DIV/0!,,,,
06_17_2021,Pplots,F1,Control,Ambrosia_psilostachya,AP_Pplots_f1(a)_B,0.0729,0.16,0.07,-1.15490196,2.06502,,0.455625,28.32674897,,AG_Pplots_E5,#DIV/0!,,,,
06_17_2021,Pplots,F1,Control,Ambrosia_psilostachya,AP_Pplots_f1(a)_C,0.0731,0.16,0.06,-1.22184875,3.08356,,0.456875,42.18276334,,AG_Pplots_C5,#DIV/0!,,,,
06_17_2021,Pplots,F1,Control,Ambrosia_psilostachya,AP_Pplots_f1(b)_A,0.0254,0.04,0.03,-1.522878745,0.8636,,0.635,34,,AG_Pplots_A5,#DIV/0!,,,,
06_17_2021,Pplots,F1,Control,Ambrosia_psilostachya,AP_Pplots_f1(b)_B,0.0296,0.06,0.04,-1.397940009,1.55702,,0.493333333,52.60202703,,AG_Pplots_D6,#DIV/0!,,,,
06_17_2021,Pplots,F1,Control,Ambrosia_psilostachya,AP_Pplots_f1(b)_C,0.0295,0.06,0.03,-1.522878745,1.58242,,0.491666667,53.64135593,,AG_Pplots_C6,#DIV/0!,,,,
06_17_2021,Pplots,C5,10,Ambrosia_psilostachya,AP_Pplots_c5_A,0.0532,0.1,0.04,-1.397940009,3.28168,,0.532,61.68571429,,AG_Pplots_B6,,,,,
06_17_2021,Pplots,C5,10,Ambrosia_psilostachya,AP_Pplots_c5_B,0.0458,0.07,0.04,-1.397940009,2.8702,,0.654285714,62.66812227,,AG_Pplots_D7,,,,,
06_17_2021,Pplots,C5,10,Ambrosia_psilostachya,AP_Pplots_c5_C,0.0522,0.09,0.04,-1.397940009,4.0132,,0.58,76.88122605,,AG_Pplots_C7,,,,,
06_17_2021,Pplots,E5,Control,Ambrosia_psilostachya,AP_Pplots_e5_A,0.057,0.09,0.04,-1.397940009,2.60096,,0.633333333,45.63087719,,AG_Pplots_B7,,,,,
06_17_2021,Pplots,E5,Control,Ambrosia_psilostachya,AP_Pplots_e5_B,0.0627,0.09,0.03,-1.522878745,3.08864,,0.696666667,49.26060606,,AG_Pplots_F8,,,,,
06_17_2021,Pplots,E5,Control,Ambrosia_psilostachya,AP_Pplots_e5_C,0.059,0.09,0.05,-1.301029996,3.39852,,0.655555556,57.6020339,,AG_Pplots_E8,,,,,
06_17_2021,Pplots,C6,Control,Ambrosia_psilostachya,AP_Pplots_c6_A,0.0197,0.04,0.02,-1.698970004,1.17348,,0.4925,59.56751269,,AG_Nutnet_4(S1),#DIV/0!,,,,
06_17_2021,Pplots,C6,Control,Ambrosia_psilostachya,AP_Pplots_c6_B,0.0232,0.05,0.02,-1.698970004,1.49098,,0.464,64.26637931,,AG_Nutnet_4(S2),#DIV/0!,,,,
06_17_2021,Pplots,C6,Control,Ambrosia_psilostachya,AP_Pplots_c6_C,0.0253,0.06,0.03,-1.522878745,2.11836,,0.421666667,83.72964427,,AG_Nutnet_5(S1),#DIV/0!,,,,
06_17_2021,Pplots,D6,Control,Ambrosia_psilostachya,AP_Pplots_d6_A,0.0048,0.01,0.01,-2,0.51816,,0.48,107.95,,AG_Nutnet_5(S2),#DIV/0!,,,,
06_17_2021,Pplots,D6,Control,Ambrosia_psilostachya,AP_Pplots_d6_B,0.0052,0.01,0.01,-2,0.6223,,0.52,119.6730769,,AG_Nutnet_14(S1),#DIV/0!,,,,
06_17_2021,Pplots,D6,Control,Ambrosia_psilostachya,AP_Pplots_d6_C,0.0028,0.01,0.01,-2,0.38862,,0.28,138.7928571,,AG_Nutnet_14(S2),#DIV/0!,,,,
06_18_2021,Pplots,B7,10,Ambrosia_psilostachya,AP_Pplots_b7_A,0.0437,0.16,0.04,-1.397940009,2.63906,,0.273125,60.39038902,,AG_Nutnet_18(S1),#DIV/0!,,,,
06_18_2021,Pplots,B7,10,Ambrosia_psilostachya,AP_Pplots_b7_B,0.0338,0.12,0.04,-1.397940009,2.10312,,0.281666667,62.22248521,,AG_Nutnet_18(S2),#DIV/0!,,,,
06_18_2021,Pplots,B7,10,Ambrosia_psilostachya,AP_Pplots_b7_C,0.0559,0.23,0.03,-1.522878745,4.2926,,0.243043478,76.79069767,,AG_Nutnet_21(S1),#DIV/0!,,,,
06_18_2021,Pplots,C7,10,Ambrosia_psilostachya,AP_Pplots_c7_A,0.026,0.17,0.02,-1.698970004,1.8542,,0.152941177,71.31538462,,AG_Nutnet_21(S2),#DIV/0!,,,,
06_18_2021,Pplots,C7,10,Ambrosia_psilostachya,AP_Pplots_c7_B,0.0418,0.15,0.05,-1.301029996,2.35204,,0.278666667,56.26889952,,AG_Nutnet_25(S1),#DIV/0!,,,,
06_18_2021,Pplots,C7,10,Ambrosia_psilostachya,AP_Pplots_c7_C,0.0622,0.24,0.05,-1.301029996,5.0165,,0.259166667,80.6511254,,AG_Nutnet_25(S2),#DIV/0!,,,,
06_18_2021,Pplots,D7,10,Ambrosia_psilostachya,AP_Pplots_d7_A,0.0393,0.16,0.03,-1.522878745,3.92684,,0.245625,99.91959288,,AG_Change_A2,#DIV/0!,,,,
06_18_2021,Pplots,D7,10,Ambrosia_psilostachya,AP_Pplots_d7_B,0.0383,0.16,0.03,-1.522878745,3.7084,,0.239375,96.82506527,,AG_Change_A3,#DIV/0!,,,,
06_18_2021,Pplots,D7,10,Ambrosia_psilostachya,AP_Pplots_d7_C,0.0377,0.17,0.03,-1.522878745,4.53898,,0.221764706,120.3973475,,AG_Change_A6,#DIV/0!,,,,
06_18_2021,Pplots,E8,10,Ambrosia_psilostachya,AP_Pplots_e8_A,0.0634,0.16,0.07,-1.15490196,3.66776,,0.39625,57.8511041,,AG_Change_A8,#DIV/0!,,,,
06_18_2021,Pplots,E8,10,Ambrosia_psilostachya,AP_Pplots_e8_B,0.0632,0.18,0.07,-1.15490196,4.10718,,0.351111111,64.98702532,,AG_Change_B9,#DIV/0!,,,,
06_18_2021,Pplots,E8,10,Ambrosia_psilostachya,AP_Pplots_e8_C,0.0706,0.23,0.04,-1.397940009,4.1529,,0.306956522,58.82294618,,AG_Change_B10,#DIV/0!,,,,
06_18_2021,Pplots,F8,Control,Ambrosia_psilostachya,AP_Pplots_f8_A,0.0075,0.01,0.01,-2,0.5842,,0.75,77.89333333,,AG_Change_B12,#DIV/0!,,,,
06_18_2021,Pplots,F8,Control,Ambrosia_psilostachya,AP_Pplots_f8_B,0.008,0.01,0.01,-2,0.64516,,0.8,80.645,,AG_Change_B16,#DIV/0!,,,,
06_18_2021,Pplots,F8,Control,Ambrosia_psilostachya,AP_Pplots_f8_C,0.0113,0.01,0.01,-2,1.03632,,1.13,91.70973451,,AG_Change_C18,#DIV/0!,,,,
06_18_2021,Pplots,B6,10,Ambrosia_psilostachya,AP_Pplots_b6_A,0.0546,0.21,0.05,-1.301029996,4.04368,,0.26,74.06007326,,AG_Change_C19,#DIV/0!,,,,
06_18_2021,Pplots,B6,10,Ambrosia_psilostachya,AP_Pplots_b6_B,0.0744,0.18,0.04,-1.397940009,3.57378,,0.413333333,48.03467742,,AG_Change_C21,#DIV/0!,,,,
06_18_2021,Pplots,B6,10,Ambrosia_psilostachya,AP_Pplots_b6_C,0.0681,0.25,0.07,-1.15490196,5.75564,,0.2724,84.5174743,,AG_Change_C22,#DIV/0!,,,,
06_18_2021,Nutnet,4,Control,Ambrosia_psilostachya,AP_Nutnet_4(S1)_A,0.0023,0.01,0.03,-1.522878745,0.21336,,0.23,92.76521739,,AG_Change_D25,#DIV/0!,,,,
06_18_2021,Nutnet,4,Control,Ambrosia_psilostachya,AP_Nutnet_4(S1)_B,0.0028,0.01,0.01,-2,0.18034,,0.28,64.40714286,,AG_Change_D30,#DIV/0!,,,,
06_18_2021,Nutnet,4,Control,Ambrosia_psilostachya,AP_Nutnet_4(S1)_C,0.0035,0.01,0.03,-1.522878745,0.32004,,0.35,91.44,,AG_Change_D31,#DIV/0!,,,,
06_18_2021,Nutnet,4,Control,Ambrosia_psilostachya,AP_Nutnet_4(S2)_A,0.0026,0.01,0.01,-2,0.29972,,0.26,115.2769231,,AG_Change_D32,#DIV/0!,,,,
06_18_2021,Nutnet,4,Control,Ambrosia_psilostachya,AP_Nutnet_4(S2)_B,0.0037,0.01,0.03,-1.522878745,0.39624,,0.37,107.0918919,,AG_Change_E33,#DIV/0!,,,,
06_18_2021,Nutnet,4,Control,Ambrosia_psilostachya,AP_Nutnet_4(S2)_C,0.0026,0.01,0.02,-1.698970004,0.32766,,0.26,126.0230769,,AG_Change_E34,#DIV/0!,,,,
06_18_2021,Nutnet,5,10,Ambrosia_psilostachya,AP_Nutnet_5(S1)_A,0.0301,0.13,0.04,-1.397940009,2.01168,,0.231538462,66.83322259,,AG_Change_E37,#DIV/0!,,,,
06_18_2021,Nutnet,5,10,Ambrosia_psilostachya,AP_Nutnet_5(S1)_B,0.0285,0.13,0.03,-1.522878745,1.69418,,0.219230769,59.44491228,,AG_Change_E40,#DIV/0!,,,,
06_18_2021,Nutnet,5,10,Ambrosia_psilostachya,AP_Nutnet_5(S1)_C,0.0322,0.12,0.05,-1.301029996,2.93116,,0.268333333,91.02981366,,AG_Change_F41,#DIV/0!,,,,
06_18_2021,Nutnet,5,10,Ambrosia_psilostachya,AP_Nutnet_5(S2)_A,0.0266,0.3,0.05,-1.301029996,1.16332,,0.088666667,43.73383459,,AG_Change_F44,#DIV/0!,,,,
06_18_2021,Nutnet,5,10,Ambrosia_psilostachya,AP_Nutnet_5(S2)_B,0.0248,0.15,0.04,-1.397940009,0.97536,,0.165333333,39.32903226,,AG_Change_F45,#DIV/0!,,,,
06_18_2021,Nutnet,5,10,Ambrosia_psilostachya,AP_Nutnet_5(S2)_C,0.0349,0.19,0.06,-1.22184875,1.8796,,0.183684211,53.85673352,,AG_Change_F48,#DIV/0!,,,,
06_18_2021,Nutnet,14,10,Ambrosia_psilostachya,AP_Nutnet_14(S1)_A,0.0269,0.15,0.04,-1.397940009,1.76276,,0.179333333,65.53011152,,SN_Pplots_F1,#DIV/0!,,,,
06_18_2021,Nutnet,14,10,Ambrosia_psilostachya,AP_Nutnet_14(S1)_B,0.0267,0.12,0.06,-1.22184875,1.69926,,0.2225,63.64269663,,SN_Pplots_E5,#DIV/0!,,,,
06_18_2021,Nutnet,14,10,Ambrosia_psilostachya,AP_Nutnet_14(S1)_C,0.0245,0.15,0.04,-1.397940009,1.86182,,0.163333333,75.99265306,,SN_Pplots_C5,#DIV/0!,,,,
06_18_2021,Nutnet,14,10,Ambrosia_psilostachya,AP_Nutnet_14(S2)_A,0.0202,0.14,0.03,-1.522878745,1.21412,,0.144285714,60.1049505,,SN_Pplots_A5,#DIV/0!,,,,
06_18_2021,Nutnet,14,10,Ambrosia_psilostachya,AP_Nutnet_14(S2)_B,0.0166,0.19,0.04,-1.397940009,1.18872,,0.087368421,71.60963855,,SN_Pplots_D6,#DIV/0!,,,,
06_18_2021,Nutnet,14,10,Ambrosia_psilostachya,AP_Nutnet_14(S2)_C,0.0767,0.39,0.09,-1.045757491,5.35686,,0.196666667,69.84172099,,SN_Pplots_C6,#DIV/0!,,,,
06_18_2021,Nutnet,18,Control,Ambrosia_psilostachya,AP_Nutnet_18(S1)_A,0.0135,0.03,0.02,-1.698970004,0.93726,,0.45,69.42666667,,SN_Pplots_B6,#DIV/0!,,,,
06_18_2021,Nutnet,18,Control,Ambrosia_psilostachya,AP_Nutnet_18(S1)_B,0.0125,0.04,0.02,-1.698970004,0.76454,,0.3125,61.1632,,SN_Pplots_D7,#DIV/0!,,,,
06_18_2021,Nutnet,18,Control,Ambrosia_psilostachya,AP_Nutnet_18(S1)_C,0.0106,0.04,0.03,-1.522878745,0.9398,,0.265,88.66037736,,SN_Pplots_C7,#DIV/0!,,,,
06_18_2021,Nutnet,18,Control,Ambrosia_psilostachya,AP_Nutnet_18(S2)_A,0.0223,0.06,0.04,-1.397940009,0.98044,,0.371666667,43.96591928,,SN_Pplots_B7,#DIV/0!,,,,
06_18_2021,Nutnet,18,Control,Ambrosia_psilostachya,AP_Nutnet_18(S2)_B,0.0232,0.06,0.05,-1.301029996,0.94996,,0.386666667,40.94655172,,SN_Pplots_F8,#DIV/0!,,,,
06_18_2021,Nutnet,18,Control,Ambrosia_psilostachya,AP_Nutnet_18(S2)_C,0.0133,0.02,0.02,-1.698970004,0.42164,,0.665,31.70225564,,SN_Pplots_E8,#DIV/0!,,,,
06_18_2021,Nutnet,21,Control,Ambrosia_psilostachya,AP_Nutnet_21(S1)_A,0.0382,0.14,0.06,-1.22184875,2.16154,,0.272857143,56.58481675,,SN_Nutnet_4(S1),#DIV/0!,,,,
06_18_2021,Nutnet,21,Control,Ambrosia_psilostachya,AP_Nutnet_21(S1)_B,0.0364,0.13,0.06,-1.22184875,2.03454,,0.28,55.89395604,,SN_Nutnet_4(S2),#DIV/0!,,,,
06_18_2021,Nutnet,21,Control,Ambrosia_psilostachya,AP_Nutnet_21(S1)_C,0.0479,0.17,0.05,-1.301029996,3.44932,,0.281764706,72.01085595,,SN_Nutnet_5(S1),#DIV/0!,,,,
06_18_2021,Nutnet,21,Control,Ambrosia_psilostachya,AP_Nutnet_21(S2)_A,0.0438,0.14,0.04,-1.397940009,3.10134,,0.312857143,70.80684932,,SN_Nutnet_5(S2),#DIV/0!,,,,
06_18_2021,Nutnet,21,Control,Ambrosia_psilostachya,AP_Nutnet_21(S2)_B,0.0578,0.18,0.07,-1.15490196,4.2164,,0.321111111,72.94809689,,SN_Nutnet_14(S1),#DIV/0!,,,,
06_18_2021,Nutnet,21,Control,Ambrosia_psilostachya,AP_Nutnet_21(S2)_C,0.0749,0.26,0.07,-1.15490196,6.22554,,0.288076923,83.11802403,,SN_Nutnet_14(S2),#DIV/0!,,,,
06_18_2021,Nutnet,25,10,Ambrosia_psilostachya,AP_Nutnet_25(S1)_A,0.0133,0.02,0.02,-1.698970004,0.83312,,0.665,62.6406015,,SN_Nutnet_18(S1),#DIV/0!,,,,
06_18_2021,Nutnet,25,10,Ambrosia_psilostachya,AP_Nutnet_25(S1)_B,0.0145,0.02,0.01,-2,0.9017,,0.725,62.1862069,,SN_Nutnet_18(S2),#DIV/0!,,,,
06_18_2021,Nutnet,25,10,Ambrosia_psilostachya,AP_Nutnet_25(S1)_C,0.0094,0.01,0.01,-2,0.6223,,0.94,66.20212766,,SN_Nutnet_21(S1),#DIV/0!,,,,
06_18_2021,Nutnet,25,10,Ambrosia_psilostachya,AP_Nutnet_25(S2)_A,0.0116,0.01,0.02,-1.698970004,0.58928,,1.16,50.8,,SN_Nutnet_21(S2),#DIV/0!,,,,
06_18_2021,Nutnet,25,10,Ambrosia_psilostachya,AP_Nutnet_25(S2)_B,0.0094,0.01,0.02,-1.698970004,0.90932,,0.94,96.73617021,,SN_Nutnet_25(S1),#DIV/0!,,,,
06_18_2021,Nutnet,25,10,Ambrosia_psilostachya,AP_Nutnet_25(S2)_C,0.0084,0.01,0.01,-2,0.67818,,0.84,80.73571429,,SN_Nutnet_25(S2),#DIV/0!,,,,
06_16_2021,Change,A2,20,Ambrosia_psilostachya,AP_Change_A2_A,0.0652,0.17,0.07,-1.15490196,2.54254,,0.383529412,38.99601227,,SN_Change_A2,#DIV/0!,,,,
06_16_2021,Change,A2,20,Ambrosia_psilostachya,AP_Change_A2_B,0.0898,0.24,0.08,-1.096910013,3.80492,,0.374166667,42.37104677,,SN_Change_A3,#DIV/0!,,,,
06_16_2021,Change,A2,20,Ambrosia_psilostachya,AP_Change_A2_C,0.0907,0.26,0.08,-1.096910013,3.95732,,0.348846154,43.630871,,SN_Change_A6,#DIV/0!,,,,
06_16_2021,Change,A3,10,Ambrosia_psilostachya,AP_Change_A3_A,0.0175,0.06,0.02,-1.698970004,1.63322,,0.291666667,93.32685714,,SN_Change_A8,#DIV/0!,,,,
06_16_2021,Change,A3,10,Ambrosia_psilostachya,AP_Change_A3_B,0.0196,0.08,0.04,-1.397940009,2.20218,,0.245,112.3561224,,SN_Change_B9,#DIV/0!,,,,
06_16_2021,Change,A3,10,Ambrosia_psilostachya,AP_Change_A3_C,0.0167,0.07,0.04,-1.397940009,1.8669,,0.238571429,111.7904192,,SN_Change_B10,#DIV/0!,,,,
06_16_2021,Change,A6,Control,Ambrosia_psilostachya,AP_Change_A6_A,0.0182,0.05,0.03,-1.522878745,1.13792,,0.364,62.52307692,,SN_Change_B12,#DIV/0!,,,,
06_16_2021,Change,A6,Control,Ambrosia_psilostachya,AP_Change_A6_B,0.0178,0.04,0.02,-1.698970004,1.15062,,0.445,64.64157303,,SN_Change_B15,#DIV/0!,,,,
06_16_2021,Change,A6,Control,Ambrosia_psilostachya,AP_Change_A6_C,0.0193,0.07,0.03,-1.522878745,1.42748,,0.275714286,73.9626943,,SN_Change_C18,#DIV/0!,,,,
06_16_2021,Change,A8,2.5,Ambrosia_psilostachya,AP_Change_A8_A,0.0339,0.11,0.04,-1.397940009,1.74752,,0.308181818,51.54926254,Not labled on scan ,SN_Change_C19,#DIV/0!,,,,
06_16_2021,Change,A8,2.5,Ambrosia_psilostachya,AP_Change_A8_B,0.0567,0.19,0.06,-1.22184875,3.3655,,0.298421053,59.35626102,Not labled on scan ,SN_Change_C21,#DIV/0!,,,,
06_16_2021,Change,A8,2.5,Ambrosia_psilostachya,AP_Change_A8_C,0.0472,0.19,0.05,-1.301029996,3.10388,,0.248421053,65.76016949,Not labled on scan ,SN_Change_C22,#DIV/0!,,,,
06_16_2021,Change,B9,Control,Ambrosia_psilostachya,AP_Change_B9_A,0.0283,0.08,0.05,-1.301029996,1.18364,,0.35375,41.82473498,,SN_Change_D25,#DIV/0!,,,,
06_16_2021,Change,B9,Control,Ambrosia_psilostachya,AP_Change_B9_B,0.0327,0.09,0.06,-1.22184875,1.46558,,0.363333333,44.81896024,,SN_Change_D30,#DIV/0!,,,,
06_16_2021,Change,B9,Control,Ambrosia_psilostachya,AP_Change_B9_C,0.035,0.08,0.05,-1.301029996,1.67386,,0.4375,47.82457143,,SN_Change_D31,#DIV/0!,,,,
06_16_2021,Change,B10,2.5,Ambrosia_psilostachya,AP_Change_B10_A,0.0444,0.12,0.06,-1.22184875,2.29616,,0.37,51.71531532,,SN_Change_D32,#DIV/0!,,,,
06_16_2021,Change,B10,2.5,Ambrosia_psilostachya,AP_Change_B10_B,0.045,0.13,0.06,-1.22184875,2.29362,,0.346153846,50.96933333,,SN_Change_E33,#DIV/0!,,,,
06_16_2021,Change,B10,2.5,Ambrosia_psilostachya,AP_Change_B10_C,0.0466,0.13,0.05,-1.301029996,2.66954,,0.358461539,57.28626609,,SN_Change_E34,#DIV/0!,,,,
06_16_2021,Change,B12,20,Ambrosia_psilostachya,AP_Change_B12_A,0.0399,0.12,0.04,-1.397940009,1.9558,,0.3325,49.01754386,,SN_Change_E37,#DIV/0!,,,,
06_16_2021,Change,B12,20,Ambrosia_psilostachya,AP_Change_B12_B,0.0462,0.15,0.05,-1.301029996,2.61366,,0.308,56.57272727,,SN_Change_E40,#DIV/0!,,,,
06_16_2021,Change,B12,20,Ambrosia_psilostachya,AP_Change_B12_C,0.0478,0.14,0.04,-1.397940009,2.43586,,0.341428571,50.95941423,,SN_Change_F41,#DIV/0!,,,,
06_16_2021,Change,B15,10,Ambrosia_psilostachya,AP_Change_B15_A,0.0439,0.12,0.05,-1.301029996,2.15392,,0.365833333,49.0642369,,SN_Change_F44,#DIV/0!,,,,
06_16_2021,Change,B15,10,Ambrosia_psilostachya,AP_Change_B15_B,0.0418,0.13,0.04,-1.397940009,1.97612,,0.321538462,47.27559809,,SN_Change_F45,#DIV/0!,,,,
06_16_2021,Change,B15,10,Ambrosia_psilostachya,AP_Change_B15_C,0.0541,0.15,0.06,-1.22184875,3.21818,,0.360666667,59.4857671,,SN_Change_F48,#DIV/0!,,,,
06_16_2021,Change,C18,20,Ambrosia_psilostachya,AP_Change_C18_A,0.0708,0.2,0.07,-1.15490196,2.59842,,0.354,36.70084746,,,,,,,
06_16_2021,Change,C18,20,Ambrosia_psilostachya,AP_Change_C18_B,0.1003,0.32,0.08,-1.096910013,4.15036,,0.3134375,41.37946162,,,,,,,
06_16_2021,Change,C18,20,Ambrosia_psilostachya,AP_Change_C18_C,0.1045,0.32,0.09,-1.045757491,4.3688,,0.3265625,41.80669856,,,,,,,
06_16_2021,Change,C19,10,Ambrosia_psilostachya,AP_Change_C19_A,0.0473,0.12,0.04,-1.397940009,1.6764,,0.394166667,35.44186047,,,,,,,
06_16_2021,Change,C19,10,Ambrosia_psilostachya,AP_Change_C19_B,0.0396,0.13,0.05,-1.301029996,1.27508,,0.304615385,32.1989899,,,,,,,
06_16_2021,Change,C19,10,Ambrosia_psilostachya,AP_Change_C19_C,0.0614,0.15,0.06,-1.22184875,2.4638,,0.409333333,40.12703583,,,,,,,
06_16_2021,Change,C21,Control,Ambrosia_psilostachya,AP_Change_C21_A,0.0181,0.01,0.02,-1.698970004,0.84074,,1.81,46.44972376,,,,,,,
06_16_2021,Change,C21,Control,Ambrosia_psilostachya,AP_Change_C21_B,0.0126,0.03,0.01,-2,0.6858,,0.42,54.42857143,,,,,,,
06_16_2021,Change,C21,Control,Ambrosia_psilostachya,AP_Change_C21_C,0.0124,0.02,0.02,-1.698970004,0.69088,,0.62,55.71612903,,,,,,,
06_16_2021,Change,C22,2.5,Ambrosia_psilostachya,AP_Change_C22_A,0.0129,0.03,0.01,-2,0.72644,,0.43,56.31317829,,,,,,,
06_16_2021,Change,C22,2.5,Ambrosia_psilostachya,AP_Change_C22_B,0.0142,0.04,0.03,-1.522878745,1.12776,,0.355,79.41971831,,,,,,,
06_16_2021,Change,C22,2.5,Ambrosia_psilostachya,AP_Change_C22_C,0.0128,0.03,0.01,-2,1.02616,,0.426666667,80.16875,,,,,,,
06_16_2021,Change,D25,2.5,Ambrosia_psilostachya,AP_Change_D25_A,0.0158,0.05,0.02,-1.698970004,0.97536,,0.316,61.73164557,,,,,,,
06_16_2021,Change,D25,2.5,Ambrosia_psilostachya,AP_Change_D25_B,0.0133,0.04,0.02,-1.698970004,0.82804,,0.3325,62.25864662,,,,,,,
06_16_2021,Change,D25,2.5,Ambrosia_psilostachya,AP_Change_D25_C,0.0137,0.05,0.02,-1.698970004,1.07442,,0.274,78.42481752,,,,,,,
06_16_2021,Change,D30,Control,Ambrosia_psilostachya,AP_Change_D30_A,0.0161,0.05,0.02,-1.698970004,0.97536,,0.322,60.58136646,,,,,,,
06_16_2021,Change,D30,Control,Ambrosia_psilostachya,AP_Change_D30_B,0.0151,0.05,0.03,-1.522878745,0.97282,,0.302,64.42516556,,,,,,,
06_16_2021,Change,D30,Control,Ambrosia_psilostachya,AP_Change_D30_C,0.0141,0.04,0.03,-1.522878745,1.08458,,0.3525,76.92056738,,,,,,,
06_16_2021,Change,D31,10,Ambrosia_psilostachya,AP_Change_D31_A,0.0458,0.13,0.06,-1.22184875,1.87452,,0.352307692,40.92838428,,,,,,,
06_16_2021,Change,D31,10,Ambrosia_psilostachya,AP_Change_D31_B,0.0749,0.24,0.07,-1.15490196,3.62458,,0.312083333,48.39225634,,,,,,,
06_16_2021,Change,D31,10,Ambrosia_psilostachya,AP_Change_D31_C,0.0591,0.19,0.07,-1.15490196,2.8956,,0.311052632,48.99492386,,,,,,,
06_16_2021,Change,D32,20,Ambrosia_psilostachya,AP_Change_D32_A,0.0339,0.12,0.05,-1.301029996,1.89738,,0.2825,55.9699115,,,,,,,
06_16_2021,Change,D32,20,Ambrosia_psilostachya,AP_Change_D32_B,0.0358,0.15,0.04,-1.397940009,1.93548,,0.238666667,54.06368715,,,,,,,
06_16_2021,Change,D32,20,Ambrosia_psilostachya,AP_Change_D32_C,0.0456,0.16,0.04,-1.397940009,2.98958,,0.285,65.56096491,,,,,,,
06_16_2021,Change,E33,Control,Ambrosia_psilostachya,AP_Change_E33_A,0.0124,0.02,0.03,-1.522878745,0.5715,,0.62,46.08870968,,,,,,,
06_16_2021,Change,E33,Control,Ambrosia_psilostachya,AP_Change_E33_B,0.0129,0.02,0.03,-1.522878745,0.7366,,0.645,57.10077519,,,,,,,
06_16_2021,Change,E33,Control,Ambrosia_psilostachya,AP_Change_E33_C,0.011,0.02,0.01,-2,0.66294,,0.55,60.26727273,,,,,,,
06_16_2021,Change,E34,20,Ambrosia_psilostachya,AP_Change_E34_A,0.0747,0.19,0.07,-1.15490196,3.39598,,0.393157895,45.46157965,,,,,,,
06_16_2021,Change,E34,20,Ambrosia_psilostachya,AP_Change_E34_B,0.0649,0.17,0.06,-1.22184875,2.95402,,0.381764706,45.5164869,,,,,,,
06_16_2021,Change,E34,20,Ambrosia_psilostachya,AP_Change_E34_C,0.0968,0.26,0.07,-1.15490196,4.4577,,0.372307692,46.05061983,,,,,,,
06_16_2021,Change,F41,20,Ambrosia_psilostachya,AP_Change_F41_A,0.0775,0.2,0.09,-1.045757491,3.06578,,0.3875,39.55845161,,,,,,,
06_16_2021,Change,F41,20,Ambrosia_psilostachya,AP_Change_F41_B,0.0748,0.2,0.07,-1.15490196,3.19786,,0.374,42.75213904,,,,,,,
